<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
AC4,20170627,18.70,18.70,18.70,18.70,1400,18.70,18.70,18.70,18.70,0,0,0
AC4,20170626,22.00,22.00,22.00,22.00,100,22.00,22.00,22.00,22.00,0,0,0
AC4,20170622,19.50,19.50,19.50,19.50,100,19.50,19.50,19.50,19.50,0,0,0
AC4,20170620,14.60,19.30,14.60,19.30,200,14.60,19.30,14.60,19.30,0,0,0
AC4,20170619,16.90,16.90,16.90,16.90,100,16.90,16.90,16.90,16.90,0,0,0
AC4,20170614,19.80,19.80,19.80,19.80,100,19.80,19.80,19.80,19.80,0,0,0
AC4,20170613,19.90,19.90,19.90,19.90,100,19.90,19.90,19.90,19.90,0,0,0
AC4,20170612,18.80,18.80,18.70,18.70,300,18.80,18.80,18.70,18.70,0,0,0
AC4,20170609,25.10,25.10,18.70,18.70,200,25.10,25.10,18.70,18.70,0,0,0
AC4,20170608,28.40,28.40,21.10,21.10,1600,28.40,28.40,21.10,21.10,0,0,0
AC4,20170607,30.70,30.70,22.80,22.80,800,30.70,30.70,22.80,22.80,0,0,0
AC4,20170601,25.80,28.90,25.80,25.80,300,25.80,28.90,25.80,25.80,0,0,0
AC4,20170531,30.30,30.30,30.30,30.30,100,30.30,30.30,30.30,30.30,0,0,0
AC4,20170526,35.60,35.60,35.60,35.60,100,35.60,35.60,35.60,35.60,0,0,0
AC4,20170525,28.80,33.10,28.80,33.10,200,28.80,33.10,28.80,33.10,0,0,0
AC4,20170524,28.80,28.80,28.80,28.80,100,28.80,28.80,28.80,28.80,0,0,0
AC4,20170523,25.10,25.10,25.10,25.10,100,26.90,26.90,26.90,26.90,0,0,0
AC4,20170522,22.02,22.02,22.02,22.02,100,23.60,23.60,23.60,23.60,0,0,0
AC4,20170518,19.23,19.23,19.23,19.22,200,20.60,20.60,20.60,20.60,0,0,0
AC4,20170517,16.80,16.80,16.80,16.80,3000,18.00,18.00,18.00,18.00,0,0,0
