<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
QNC,20090131.0,4.795,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090132.0,7.1925,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090133.0,8.39125,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090134.0,8.990625,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090135.0,9.2903125,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090136.0,9.44015625,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090137.0,9.515078125,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090138.0,9.5525390625,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090139.0,9.57126953125,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090140.0,9.58063476562,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090141.0,9.58531738281,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090142.0,9.58765869141,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090143.0,9.5888293457,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090144.0,9.58941467285,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090145.0,9.58970733643,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090146.0,9.58985366821,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090147.0,9.58992683411,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090148.0,9.58996341705,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090149.0,9.58998170853,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090150.0,9.58999085426,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090151.0,9.58999542713,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090152.0,9.58999771357,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QNC,20090153.0,9.58999885678,4.795,4.505,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
