<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
DRC,20090131.0,0.725,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090132.0,1.0875,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090133.0,1.26875,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090134.0,1.359375,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090135.0,1.4046875,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090136.0,1.42734375,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090137.0,1.438671875,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090138.0,1.4443359375,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090139.0,1.44716796875,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090140.0,1.44858398437,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090141.0,1.44929199219,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090142.0,1.44964599609,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090143.0,1.44982299805,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090144.0,1.44991149902,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090145.0,1.44995574951,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090146.0,1.44997787476,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090147.0,1.44998893738,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090148.0,1.44999446869,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090149.0,1.44999723434,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090150.0,1.44999861717,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090151.0,1.44999930859,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090152.0,1.44999965429,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090153.0,1.44999982715,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090154.0,1.44999991357,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090155.0,1.44999995679,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090156.0,1.44999997839,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090157.0,1.4499999892,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090158.0,1.4499999946,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090159.0,1.4499999973,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090160.0,1.44999999865,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090161.0,1.44999999932,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090162.0,1.44999999966,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090163.0,1.44999999983,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090164.0,1.44999999992,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090165.0,1.44999999996,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090166.0,1.44999999998,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090167.0,1.44999999999,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090168.0,1.44999999999,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090169.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090170.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090171.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090172.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090173.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090174.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090175.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090176.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090177.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090178.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090179.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090180.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090181.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090182.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090183.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090184.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090185.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090186.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090187.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090188.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090189.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090190.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090191.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090192.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090193.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090194.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090195.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090196.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090197.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090198.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090199.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090200.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090201.0,1.45,0.775,0.725,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC,20090202.0,1.45,1.55,1.45,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
