<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SQC,20100131.0,54.865,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100132.0,82.2975,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100133.0,96.01375,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100134.0,102.871875,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100135.0,106.3009375,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100136.0,108.01546875,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100137.0,108.872734375,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100138.0,109.301367188,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100139.0,109.515683594,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100140.0,109.622841797,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100141.0,109.676420898,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100142.0,109.703210449,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100143.0,109.716605225,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100144.0,109.723302612,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100145.0,109.726651306,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100146.0,109.728325653,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100147.0,109.729162827,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100148.0,109.729581413,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100149.0,109.729790707,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100150.0,109.729895353,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100151.0,109.729947677,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100152.0,109.729973838,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100153.0,109.729986919,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100154.0,109.72999346,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100155.0,109.72999673,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100156.0,109.729998365,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100157.0,109.729999182,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100158.0,109.729999591,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100159.0,109.729999796,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100160.0,109.729999898,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100161.0,109.729999949,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100162.0,109.729999974,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100163.0,109.729999987,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100164.0,109.729999994,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100165.0,109.729999997,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100166.0,109.729999998,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100167.0,109.729999999,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100168.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100169.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100170.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100171.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100172.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100173.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100174.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100175.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100176.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100177.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100178.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100179.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100180.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100181.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100182.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100183.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100184.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100185.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100186.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100187.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100188.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100189.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100190.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100191.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100192.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100193.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100194.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100195.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100196.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100197.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100198.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100199.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100200.0,109.73,62.91,54.865,62.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100201.0,109.73,125.82,109.73,125.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100202.0,126.37,130.91,126.37,130.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100203.0,130.91,139.09,130.0,139.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100204.0,125.09,140.91,125.09,140.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQC,20100205.0,142.63,142.63,129.27,139.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
