<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SBC,20100131.0,10.645,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100132.0,15.9675,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100133.0,18.62875,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100134.0,19.959375,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100135.0,20.6246875,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100136.0,20.95734375,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100137.0,21.123671875,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100138.0,21.2068359375,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100139.0,21.2484179687,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100140.0,21.2692089844,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100141.0,21.2796044922,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100142.0,21.2848022461,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100143.0,21.287401123,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100144.0,21.2887005615,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100145.0,21.2893502808,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100146.0,21.2896751404,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100147.0,21.2898375702,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100148.0,21.2899187851,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SBC,20100149.0,21.2899593925,10.645,10.645,10.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
