<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
TJC,20100131.0,4.155,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100132.0,6.2325,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100133.0,7.27125,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100134.0,7.790625,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100135.0,8.0503125,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100136.0,8.18015625,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100137.0,8.245078125,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100138.0,8.2775390625,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100139.0,8.29376953125,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100140.0,8.30188476563,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100141.0,8.30594238281,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100142.0,8.30797119141,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100143.0,8.3089855957,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100144.0,8.30949279785,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TJC,20100145.0,8.30974639893,4.155,4.025,4.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
