<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
VNS,20100131.0,4.21,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100132.0,6.315,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100133.0,7.3675,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100134.0,7.89375,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100135.0,8.156875,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100136.0,8.2884375,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100137.0,8.35421875,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100138.0,8.387109375,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100139.0,8.4035546875,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100140.0,8.41177734375,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100141.0,8.41588867187,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100142.0,8.41794433594,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100143.0,8.41897216797,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100144.0,8.41948608398,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100145.0,8.41974304199,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100146.0,8.419871521,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100147.0,8.4199357605,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100148.0,8.41996788025,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100149.0,8.41998394012,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100150.0,8.41999197006,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100151.0,8.41999598503,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100152.0,8.41999799252,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100153.0,8.41999899626,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100154.0,8.41999949813,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100155.0,8.41999974906,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100156.0,8.41999987453,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100157.0,8.41999993727,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100158.0,8.41999996863,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100159.0,8.41999998432,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100160.0,8.41999999216,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100161.0,8.41999999608,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100162.0,8.41999999804,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100163.0,8.41999999902,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100164.0,8.41999999951,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100165.0,8.41999999975,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100166.0,8.41999999988,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100167.0,8.41999999994,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100168.0,8.41999999997,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100169.0,8.41999999998,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100170.0,8.41999999999,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100171.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100172.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100173.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100174.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100175.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100176.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100177.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100178.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100179.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100180.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100181.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100182.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100183.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100184.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNS,20100185.0,8.42,4.355,4.13,4.355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
