<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
V15,20100131.0,6.42,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100132.0,9.63,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100133.0,11.235,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100134.0,12.0375,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100135.0,12.43875,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100136.0,12.639375,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100137.0,12.7396875,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100138.0,12.78984375,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100139.0,12.814921875,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100140.0,12.8274609375,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100141.0,12.8337304687,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100142.0,12.8368652344,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100143.0,12.8384326172,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100144.0,12.8392163086,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100145.0,12.8396081543,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100146.0,12.8398040771,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100147.0,12.8399020386,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100148.0,12.8399510193,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100149.0,12.8399755096,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100150.0,12.8399877548,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100151.0,12.8399938774,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100152.0,12.8399969387,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100153.0,12.8399984694,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100154.0,12.8399992347,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100155.0,12.8399996173,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100156.0,12.8399998087,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100157.0,12.8399999043,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100158.0,12.8399999522,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100159.0,12.8399999761,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100160.0,12.839999988,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100161.0,12.839999994,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100162.0,12.839999997,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100163.0,12.8399999985,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100164.0,12.8399999993,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100165.0,12.8399999996,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100166.0,12.8399999998,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100167.0,12.8399999999,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100168.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100169.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100170.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100171.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100172.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100173.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100174.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100175.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100176.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100177.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100178.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100179.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100180.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100181.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100182.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100183.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100184.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100185.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100186.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100187.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100188.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100189.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100190.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100191.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100192.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100193.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100194.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100195.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100196.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100197.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100198.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100199.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100200.0,12.84,6.42,6.16,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100201.0,12.84,12.84,12.32,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100202.0,12.9,12.9,12.32,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100203.0,12.77,12.77,12.32,12.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100204.0,12.64,12.64,12.32,12.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100205.0,12.19,12.26,11.74,12.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100206.0,12.35,6.255,5.835,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100207.0,12.43,6.255,5.835,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100208.0,12.51,12.51,11.67,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100209.0,12.32,12.32,11.55,11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100210.0,12.25,12.25,11.73,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100211.0,11.81,12.26,11.68,12.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100212.0,12.32,12.45,12.13,12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100213.0,12.645,6.485,6.03,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100214.0,12.8075,6.485,6.03,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100215.0,12.88875,6.485,6.03,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100216.0,12.929375,6.485,6.03,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100217.0,12.9496875,6.485,6.03,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100218.0,12.95984375,6.485,6.03,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
V15,20100219.0,12.964921875,6.485,6.03,6.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
