<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
SRA,20100131.0,5.0,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100132.0,7.5,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100133.0,8.75,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100134.0,9.375,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100135.0,9.6875,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100136.0,9.84375,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100137.0,9.921875,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100138.0,9.9609375,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100139.0,9.98046875,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100140.0,9.990234375,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100141.0,9.9951171875,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100142.0,9.99755859375,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100143.0,9.99877929688,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100144.0,9.99938964844,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100145.0,9.99969482422,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100146.0,9.99984741211,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100147.0,9.99992370605,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100148.0,9.99996185303,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100149.0,9.99998092651,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100150.0,9.99999046326,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100151.0,9.99999523163,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRA,20100152.0,9.99999761581,5.35,5.0,5.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
