<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
CYC,20100131.0,4.2,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100132.0,6.3,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100133.0,7.35,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100134.0,7.875,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100135.0,8.1375,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100136.0,8.26875,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100137.0,8.334375,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100138.0,8.3671875,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100139.0,8.38359375,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100140.0,8.391796875,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100141.0,8.3958984375,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100142.0,8.39794921875,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100143.0,8.39897460937,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100144.0,8.39948730469,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100145.0,8.39974365234,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100146.0,8.39987182617,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100147.0,8.39993591309,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100148.0,8.39996795654,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100149.0,8.39998397827,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100150.0,8.39999198914,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100151.0,8.39999599457,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100152.0,8.39999799728,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100153.0,8.39999899864,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100154.0,8.39999949932,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100155.0,8.39999974966,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100156.0,8.39999987483,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100157.0,8.39999993742,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100158.0,8.39999996871,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100159.0,8.39999998435,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100160.0,8.39999999218,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100161.0,8.39999999609,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100162.0,8.39999999804,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100163.0,8.39999999902,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100164.0,8.39999999951,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100165.0,8.39999999976,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100166.0,8.39999999988,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100167.0,8.39999999994,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100168.0,8.39999999997,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100169.0,8.39999999998,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100170.0,8.39999999999,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100171.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100172.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100173.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100174.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100175.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100176.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100177.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100178.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100179.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100180.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100181.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100182.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100183.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100184.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100185.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100186.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100187.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100188.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100189.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100190.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100191.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100192.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100193.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100194.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100195.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100196.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100197.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100198.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100199.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100200.0,8.4,4.3,4.2,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100201.0,8.4,8.6,8.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100202.0,8.7,8.7,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100203.0,8.6,8.6,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100204.0,8.7,8.7,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100205.0,8.8,8.8,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100206.0,8.8,4.4,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100207.0,8.8,4.4,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100208.0,8.8,8.8,8.7,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100209.0,8.3,8.6,8.3,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100210.0,8.6,8.7,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100211.0,8.6,8.6,8.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100212.0,8.6,8.7,8.5,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100213.0,8.55,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100214.0,8.525,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100215.0,8.5125,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100216.0,8.50625,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100217.0,8.503125,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100218.0,8.5015625,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100219.0,8.50078125,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100220.0,8.500390625,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100221.0,8.5001953125,4.5,4.25,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100222.0,8.5,9.0,8.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100223.0,9.2,9.2,8.5,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100224.0,9.1,9.1,9.1,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100225.0,8.8,9.0,8.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100226.0,8.6,8.9,8.5,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100227.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100228.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100229.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100230.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100231.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100232.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100233.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100234.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100235.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100236.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100237.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100238.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100239.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100240.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100241.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100242.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100243.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100244.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,20100245.0,8.6,4.45,4.3,4.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
