<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
KSB,20100131.0,3.45,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100132.0,5.175,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100133.0,6.0375,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100134.0,6.46875,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100135.0,6.684375,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100136.0,6.7921875,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100137.0,6.84609375,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100138.0,6.873046875,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100139.0,6.8865234375,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100140.0,6.89326171875,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100141.0,6.89663085938,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100142.0,6.89831542969,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100143.0,6.89915771484,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100144.0,6.89957885742,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100145.0,6.89978942871,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100146.0,6.89989471436,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100147.0,6.89994735718,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100148.0,6.89997367859,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100149.0,6.89998683929,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100150.0,6.89999341965,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100151.0,6.89999670982,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100152.0,6.89999835491,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100153.0,6.89999917746,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100154.0,6.89999958873,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100155.0,6.89999979436,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100156.0,6.89999989718,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100157.0,6.89999994859,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100158.0,6.8999999743,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100159.0,6.89999998715,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100160.0,6.89999999357,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100161.0,6.89999999679,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100162.0,6.89999999839,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100163.0,6.8999999992,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100164.0,6.8999999996,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100165.0,6.8999999998,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100166.0,6.8999999999,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100167.0,6.89999999995,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100168.0,6.89999999997,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100169.0,6.89999999999,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100170.0,6.89999999999,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100171.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100172.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100173.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100174.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100175.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100176.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100177.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KSB,20100178.0,6.9,3.48,3.42,3.475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
