<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
TBX,20100131.0,6.03,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100132.0,9.045,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100133.0,10.5525,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100134.0,11.30625,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100135.0,11.683125,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100136.0,11.8715625,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100137.0,11.96578125,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100138.0,12.012890625,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100139.0,12.0364453125,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100140.0,12.0482226563,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100141.0,12.0541113281,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100142.0,12.0570556641,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100143.0,12.058527832,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100144.0,12.059263916,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100145.0,12.059631958,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100146.0,12.059815979,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100147.0,12.0599079895,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100148.0,12.0599539948,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100149.0,12.0599769974,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100150.0,12.0599884987,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100151.0,12.0599942493,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100152.0,12.0599971247,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100153.0,12.0599985623,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100154.0,12.0599992812,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100155.0,12.0599996406,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100156.0,12.0599998203,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100157.0,12.0599999101,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100158.0,12.0599999551,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100159.0,12.0599999775,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100160.0,12.0599999888,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100161.0,12.0599999944,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100162.0,12.0599999972,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100163.0,12.0599999986,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100164.0,12.0599999993,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100165.0,12.0599999996,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100166.0,12.0599999998,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100167.0,12.0599999999,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100168.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100169.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100170.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100171.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100172.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100173.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100174.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100175.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100176.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100177.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100178.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100179.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100180.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBX,20100181.0,12.06,6.16,6.03,6.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
