<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
NTL,20100131.0,11.32,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100132.0,16.98,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100133.0,19.81,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100134.0,21.225,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100135.0,21.9325,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100136.0,22.28625,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100137.0,22.463125,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100138.0,22.5515625,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100139.0,22.59578125,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100140.0,22.617890625,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100141.0,22.6289453125,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100142.0,22.6344726563,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100143.0,22.6372363281,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100144.0,22.6386181641,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100145.0,22.639309082,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100146.0,22.639654541,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100147.0,22.6398272705,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100148.0,22.6399136353,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100149.0,22.6399568176,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100150.0,22.6399784088,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100151.0,22.6399892044,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100152.0,22.6399946022,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100153.0,22.6399973011,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100154.0,22.6399986506,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100155.0,22.6399993253,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100156.0,22.6399996626,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100157.0,22.6399998313,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100158.0,22.6399999157,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NTL,20100159.0,22.6399999578,11.405,11.235,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
