<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
KHB,20100131.0,12.72,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100132.0,19.08,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100133.0,22.26,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100134.0,23.85,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100135.0,24.645,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100136.0,25.0425,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100137.0,25.24125,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100138.0,25.340625,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100139.0,25.3903125,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100140.0,25.41515625,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100141.0,25.427578125,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100142.0,25.4337890625,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100143.0,25.4368945313,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100144.0,25.4384472656,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100145.0,25.4392236328,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100146.0,25.4396118164,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100147.0,25.4398059082,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100148.0,25.4399029541,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHB,20100149.0,25.4399514771,12.95,11.89,12.315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
