<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
HMC,20100131.0,4.215,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100132.0,6.3225,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100133.0,7.37625,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100134.0,7.903125,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100135.0,8.1665625,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100136.0,8.29828125,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100137.0,8.364140625,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100138.0,8.3970703125,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100139.0,8.41353515625,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100140.0,8.42176757812,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100141.0,8.42588378906,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100142.0,8.42794189453,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100143.0,8.42897094727,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100144.0,8.42948547363,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100145.0,8.42974273682,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100146.0,8.42987136841,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100147.0,8.4299356842,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100148.0,8.4299678421,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100149.0,8.42998392105,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100150.0,8.42999196053,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100151.0,8.42999598026,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100152.0,8.42999799013,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100153.0,8.42999899507,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HMC,20100154.0,8.42999949753,4.285,4.17,4.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
